timestamp,machine_id,temperature,vibration,pressure,is_anomaly,rul_days
2025-12-28 19:28:59.136282,M_001,64.85,3.025,120.73,0,50.0
2025-12-28 20:28:59.136282,M_001,68.08,2.759,123.97,0,50.0
2025-12-28 21:28:59.136282,M_001,68.44,3.048,109.87,0,50.0
2025-12-28 22:28:59.136282,M_001,69.81,2.737,119.46,0,50.0
2025-12-28 23:28:59.136282,M_001,68.32,2.728,115.37,0,50.0
2025-12-29 00:28:59.136282,M_001,65.71,2.738,114.25,0,50.0
2025-12-29 01:28:59.136282,M_001,68.17,3.143,117.33,0,50.0
2025-12-29 02:28:59.136282,M_001,66.96,3.445,117.77,0,50.0
2025-12-29 03:28:59.136282,M_001,65.78,2.91,113.95,0,50.0
2025-12-29 04:28:59.136282,M_001,67.04,3.044,117.01,0,50.0
2025-12-29 05:28:59.136282,M_001,67.35,2.811,118.53,0,50.0
2025-12-29 06:28:59.136282,M_001,66.6,3.073,115.71,0,50.0
2025-12-29 07:28:59.136282,M_001,65.0,3.027,123.45,0,50.0
2025-12-29 08:28:59.136282,M_001,67.61,2.673,116.43,0,50.0
2025-12-29 09:28:59.136282,M_001,68.61,2.71,121.55,0,50.0
2025-12-29 10:28:59.136282,M_001,68.52,3.004,117.22,0,50.0
2025-12-29 11:28:59.136282,M_001,75.2,3.168,119.58,0,50.0
2025-12-29 12:28:59.136282,M_001,66.86,3.053,110.78,0,50.0
2025-12-29 13:28:59.136282,M_001,67.02,2.894,111.97,0,50.0
2025-12-29 14:28:59.136282,M_001,68.86,2.579,112.28,0,50.0
2025-12-29 15:28:59.136282,M_001,69.67,3.214,115.28,0,50.0
2025-12-29 16:28:59.136282,M_001,66.03,2.945,114.87,0,50.0
2025-12-29 17:28:59.136282,M_001,66.19,3.174,118.78,0,50.0
2025-12-29 18:28:59.136282,M_001,63.44,2.939,111.33,0,50.0
2025-12-29 19:28:59.136282,M_001,69.2,2.747,122.95,0,50.0
2025-12-29 20:28:59.136282,M_001,66.54,2.771,123.47,0,50.0
2025-12-29 21:28:59.136282,M_001,68.3,2.977,122.9,0,50.0
2025-12-29 22:28:59.136282,M_001,64.45,2.805,120.97,0,50.0
2025-12-29 23:28:59.136282,M_001,66.08,2.854,124.0,0,50.0
2025-12-30 00:28:59.136282,M_001,61.01,2.697,113.38,0,50.0
2025-12-30 01:28:59.136282,M_001,65.0,3.21,121.26,0,50.0
2025-12-30 02:28:59.136282,M_001,70.37,2.614,120.46,0,50.0
2025-12-30 03:28:59.136282,M_001,67.51,2.861,114.94,0,50.0
2025-12-30 04:28:59.136282,M_001,67.72,3.034,122.57,0,50.0
2025-12-30 05:28:59.136282,M_001,65.02,3.039,114.99,0,50.0
2025-12-30 06:28:59.136282,M_001,68.05,2.777,113.6,0,50.0
2025-12-30 07:28:59.136282,M_001,66.5,2.777,112.86,0,50.0
2025-12-30 08:28:59.136282,M_001,69.29,2.963,118.7,0,50.0
2025-12-30 09:28:59.136282,M_001,68.75,3.012,111.09,0,50.0
2025-12-30 10:28:59.136282,M_001,67.45,2.925,121.03,0,50.0
2025-12-30 11:28:59.136282,M_001,66.31,3.212,112.44,0,50.0
2025-12-30 12:28:59.136282,M_001,70.1,2.906,118.05,0,50.0
2025-12-30 13:28:59.136282,M_001,66.87,2.847,111.57,0,50.0
2025-12-30 14:28:59.136282,M_001,67.68,3.02,110.55,0,50.0
2025-12-30 15:28:59.136282,M_001,71.68,3.142,108.66,0,50.0
2025-12-30 16:28:59.136282,M_001,68.74,3.027,114.58,0,50.0
2025-12-30 17:28:59.136282,M_001,65.7,2.483,123.49,0,50.0
2025-12-30 18:28:59.136282,M_001,65.84,2.837,116.7,0,50.0
2025-12-30 19:28:59.136282,M_001,66.36,2.815,115.66,0,50.0
2025-12-30 20:28:59.136282,M_001,66.55,2.948,107.4,0,50.0
2025-12-30 21:28:59.136282,M_001,64.68,2.769,121.44,0,50.0
2025-12-30 22:28:59.136282,M_001,68.11,3.196,118.93,0,50.0
2025-12-30 23:28:59.136282,M_001,67.17,2.841,114.62,0,50.0
2025-12-31 00:28:59.136282,M_001,68.14,2.736,117.24,0,50.0
2025-12-31 01:28:59.136282,M_001,70.56,2.612,110.42,0,50.0
2025-12-31 02:28:59.136282,M_001,67.94,2.904,115.13,0,50.0
2025-12-31 03:28:59.136282,M_001,65.94,3.357,116.67,0,50.0
2025-12-31 04:28:59.136282,M_001,71.8,2.748,119.0,0,50.0
2025-12-31 05:28:59.136282,M_001,67.86,2.879,119.52,0,50.0
2025-12-31 06:28:59.136282,M_001,65.81,2.782,104.02,0,50.0
2025-12-31 07:28:59.136282,M_001,66.44,2.519,116.45,0,50.0
2025-12-31 08:28:59.136282,M_001,65.69,3.0,108.04,0,50.0
2025-12-31 09:28:59.136282,M_001,71.15,2.887,113.23,0,50.0
2025-12-31 10:28:59.136282,M_001,64.06,3.172,114.07,0,50.0
2025-12-31 11:28:59.136282,M_001,69.97,2.88,114.36,0,50.0
2025-12-31 12:28:59.136282,M_001,67.5,2.911,112.39,0,50.0
2025-12-31 13:28:59.136282,M_001,68.74,2.628,117.32,0,50.0
2025-12-31 14:28:59.136282,M_001,64.42,3.157,116.3,0,50.0
2025-12-31 15:28:59.136282,M_001,65.99,2.924,122.4,0,50.0
2025-12-31 16:28:59.136282,M_001,71.61,3.252,113.4,0,50.0
2025-12-31 17:28:59.136282,M_001,69.43,3.199,119.03,0,50.0
2025-12-31 18:28:59.136282,M_001,69.61,2.55,108.72,0,50.0
2025-12-31 19:28:59.136282,M_001,63.41,2.941,103.79,0,50.0
2025-12-31 20:28:59.136282,M_001,70.75,2.625,106.12,0,50.0
2025-12-31 21:28:59.136282,M_001,67.38,2.9,116.66,0,50.0
2025-12-31 22:28:59.136282,M_001,64.88,3.035,116.47,0,50.0
2025-12-31 23:28:59.136282,M_001,65.61,3.051,113.19,0,50.0
2026-01-01 00:28:59.136282,M_001,65.52,3.002,111.99,0,50.0
2026-01-01 01:28:59.136282,M_001,65.91,2.615,113.68,0,50.0
2026-01-01 02:28:59.136282,M_001,71.42,2.908,111.14,0,50.0
2026-01-01 03:28:59.136282,M_001,67.92,3.072,111.54,0,50.0
2026-01-01 04:28:59.136282,M_001,66.43,2.786,113.26,0,50.0
2026-01-01 05:28:59.136282,M_001,62.89,2.776,103.68,0,50.0
2026-01-01 06:28:59.136282,M_001,68.64,2.964,130.03,0,50.0
2026-01-01 07:28:59.136282,M_001,69.73,3.206,102.36,0,50.0
2026-01-01 08:28:59.136282,M_001,65.98,2.617,111.41,0,50.0
2026-01-01 09:28:59.136282,M_001,65.33,2.945,119.19,0,50.0
2026-01-01 10:28:59.136282,M_001,67.47,3.197,115.03,0,50.0
2026-01-01 11:28:59.136282,M_001,65.77,2.813,122.55,0,50.0
2026-01-01 12:28:59.136282,M_001,65.74,2.625,119.27,0,50.0
2026-01-01 13:28:59.136282,M_001,71.31,2.907,115.28,0,50.0
2026-01-01 14:28:59.136282,M_001,66.19,2.804,111.68,0,50.0
2026-01-01 15:28:59.136282,M_001,65.76,2.401,118.06,0,50.0
2026-01-01 16:28:59.136282,M_001,67.01,2.72,111.76,0,50.0
2026-01-01 17:28:59.136282,M_001,69.0,3.007,115.68,0,50.0
2026-01-01 18:28:59.136282,M_001,64.15,3.01,111.33,0,50.0
2026-01-01 19:28:59.136282,M_001,68.63,2.957,100.94,0,50.0
2026-01-01 20:28:59.136282,M_001,68.01,2.721,117.83,0,50.0
2026-01-01 21:28:59.136282,M_001,64.17,3.458,106.58,0,50.0
2026-01-01 22:28:59.136282,M_001,65.77,2.825,119.67,0,50.0
2026-01-01 23:28:59.136282,M_001,66.34,3.123,118.5,0,50.0
2026-01-02 00:28:59.136282,M_001,62.55,2.742,117.53,0,50.0
2026-01-02 01:28:59.136282,M_001,67.08,2.935,115.09,0,50.0
2026-01-02 02:28:59.136282,M_001,67.66,2.87,120.48,0,50.0
2026-01-02 03:28:59.136282,M_001,68.0,2.783,117.58,0,50.0
2026-01-02 04:28:59.136282,M_001,68.28,2.817,116.09,0,50.0
2026-01-02 05:28:59.136282,M_001,71.64,2.847,119.38,0,50.0
2026-01-02 06:28:59.136282,M_001,63.41,2.7,105.29,0,50.0
2026-01-02 07:28:59.136282,M_001,66.79,2.585,114.72,0,50.0
2026-01-02 08:28:59.136282,M_001,69.15,2.459,115.82,0,50.0
2026-01-02 09:28:59.136282,M_001,69.03,2.934,117.48,0,50.0
2026-01-02 10:28:59.136282,M_001,68.17,2.818,117.8,0,50.0
2026-01-02 11:28:59.136282,M_001,72.03,2.804,116.66,0,50.0
2026-01-02 12:28:59.136282,M_001,69.15,2.73,115.0,0,50.0
2026-01-02 13:28:59.136282,M_001,66.54,2.832,118.79,0,50.0
2026-01-02 14:28:59.136282,M_001,66.95,2.706,112.42,0,50.0
2026-01-02 15:28:59.136282,M_001,68.25,3.094,119.51,0,50.0
2026-01-02 16:28:59.136282,M_001,68.32,3.277,110.77,0,50.0
2026-01-02 17:28:59.136282,M_001,65.0,2.936,118.82,0,50.0
2026-01-02 18:28:59.136282,M_001,68.8,2.89,116.04,0,50.0
2026-01-02 19:28:59.136282,M_001,65.24,2.861,114.87,0,50.0
2026-01-02 20:28:59.136282,M_001,67.71,3.047,117.04,0,50.0
2026-01-02 21:28:59.136282,M_001,67.94,2.951,108.94,0,50.0
2026-01-02 22:28:59.136282,M_001,70.68,2.799,109.69,0,50.0
2026-01-02 23:28:59.136282,M_001,67.24,3.409,117.26,0,50.0
2026-01-03 00:28:59.136282,M_001,67.17,2.816,109.58,0,50.0
2026-01-03 01:28:59.136282,M_001,64.18,2.855,117.78,0,50.0
2026-01-03 02:28:59.136282,M_001,66.82,3.235,113.34,0,50.0
2026-01-03 03:28:59.136282,M_001,64.48,2.9,108.04,0,50.0
2026-01-03 04:28:59.136282,M_001,67.03,3.041,123.88,0,50.0
2026-01-03 05:28:59.136282,M_001,69.74,2.698,117.22,0,50.0
2026-01-03 06:28:59.136282,M_001,66.95,2.68,127.51,0,50.0
2026-01-03 07:28:59.136282,M_001,67.61,2.745,118.01,0,50.0
2026-01-03 08:28:59.136282,M_001,66.34,2.792,114.48,0,50.0
2026-01-03 09:28:59.136282,M_001,66.4,3.179,101.34,0,50.0
2026-01-03 10:28:59.136282,M_001,69.98,2.487,112.93,0,50.0
2026-01-03 11:28:59.136282,M_001,66.75,2.871,117.28,0,50.0
2026-01-03 12:28:59.136282,M_001,65.27,3.252,119.32,0,50.0
2026-01-03 13:28:59.136282,M_001,70.03,2.761,111.0,0,50.0
2026-01-03 14:28:59.136282,M_001,66.44,2.999,108.53,0,50.0
2026-01-03 15:28:59.136282,M_001,68.92,3.064,109.94,0,50.0
2026-01-03 16:28:59.136282,M_001,66.77,3.133,109.23,0,50.0
2026-01-03 17:28:59.136282,M_001,68.72,2.567,123.46,0,50.0
2026-01-03 18:28:59.136282,M_001,66.45,3.111,111.12,0,50.0
2026-01-03 19:28:59.136282,M_001,64.67,3.053,107.57,0,50.0
2026-01-03 20:28:59.136282,M_001,63.33,3.241,115.69,0,50.0
2026-01-03 21:28:59.136282,M_001,67.3,3.096,114.49,0,50.0
2026-01-03 22:28:59.136282,M_001,66.76,2.89,116.18,0,50.0
2026-01-03 23:28:59.136282,M_001,64.07,2.777,112.55,0,50.0
2026-01-04 00:28:59.136282,M_001,67.53,2.971,111.94,0,50.0
2026-01-04 01:28:59.136282,M_001,65.93,2.576,117.4,0,50.0
2026-01-04 02:28:59.136282,M_001,69.55,2.996,115.92,0,50.0
2026-01-04 03:28:59.136282,M_001,69.46,2.701,117.19,0,50.0
2026-01-04 04:28:59.136282,M_001,63.81,2.646,111.52,0,50.0
2026-01-04 05:28:59.136282,M_001,67.54,2.832,115.63,0,50.0
2026-01-04 06:28:59.136282,M_001,66.27,2.62,110.02,0,50.0
2026-01-04 07:28:59.136282,M_001,64.79,3.016,105.87,0,50.0
2026-01-04 08:28:59.136282,M_001,68.48,2.938,110.35,0,50.0
2026-01-04 09:28:59.136282,M_001,68.89,3.023,107.04,0,50.0
2026-01-04 10:28:59.136282,M_001,72.61,2.882,120.39,0,50.0
2026-01-04 11:28:59.136282,M_001,66.08,2.937,112.97,0,50.0
2026-01-04 12:28:59.136282,M_001,66.24,3.264,118.18,0,50.0
2026-01-04 13:28:59.136282,M_001,66.37,2.684,119.29,0,50.0
2026-01-04 14:28:59.136282,M_001,66.04,2.852,114.27,0,50.0
2026-01-04 15:28:59.136282,M_001,68.73,3.114,115.24,0,50.0
2026-01-04 16:28:59.136282,M_001,68.61,3.118,118.81,0,50.0
2026-01-04 17:28:59.136282,M_001,68.41,2.596,114.35,0,50.0
2026-01-04 18:28:59.136282,M_001,68.35,2.943,116.0,0,50.0
2026-01-04 19:28:59.136282,M_001,64.94,2.991,113.57,0,50.0
2026-01-04 20:28:59.136282,M_001,67.41,3.038,114.78,0,50.0
2026-01-04 21:28:59.136282,M_001,67.55,2.62,117.15,0,50.0
2026-01-04 22:28:59.136282,M_001,67.94,2.806,120.92,0,50.0
2026-01-04 23:28:59.136282,M_001,65.7,2.984,104.99,0,50.0
2026-01-05 00:28:59.136282,M_001,69.55,2.604,115.98,0,50.0
2026-01-05 01:28:59.136282,M_001,69.27,3.044,114.87,0,50.0
2026-01-05 02:28:59.136282,M_001,66.46,3.183,126.13,0,50.0
2026-01-05 03:28:59.136282,M_001,66.77,2.565,105.85,0,50.0
2026-01-05 04:28:59.136282,M_001,66.65,2.845,107.92,0,50.0
2026-01-05 05:28:59.136282,M_001,65.65,2.515,108.6,0,50.0
2026-01-05 06:28:59.136282,M_001,69.46,2.859,114.39,0,50.0
2026-01-05 07:28:59.136282,M_001,68.84,3.135,122.75,0,50.0
2026-01-05 08:28:59.136282,M_001,66.22,2.795,111.52,0,50.0
2026-01-05 09:28:59.136282,M_001,66.38,2.802,113.8,0,50.0
2026-01-05 10:28:59.136282,M_001,70.33,2.787,110.48,0,50.0
2026-01-05 11:28:59.136282,M_001,68.43,2.76,111.12,0,50.0
2026-01-05 12:28:59.136282,M_001,70.59,3.261,111.58,0,50.0
2026-01-05 13:28:59.136282,M_001,66.72,3.01,120.06,0,50.0
2026-01-05 14:28:59.136282,M_001,67.14,2.742,107.74,0,50.0
2026-01-05 15:28:59.136282,M_001,66.03,2.733,114.6,0,50.0
2026-01-05 16:28:59.136282,M_001,66.46,2.946,114.56,0,50.0
2026-01-05 17:28:59.136282,M_001,69.87,3.143,116.36,0,50.0
2026-01-05 18:28:59.136282,M_001,68.85,3.271,117.56,0,50.0
2026-01-05 19:28:59.136282,M_001,66.77,3.088,116.75,0,50.0
2026-01-05 20:28:59.136282,M_001,69.13,3.003,119.97,0,50.0
2026-01-05 21:28:59.136282,M_001,69.83,2.772,117.04,0,50.0
2026-01-05 22:28:59.136282,M_001,67.16,2.931,120.67,0,50.0
2026-01-05 23:28:59.136282,M_001,65.86,2.985,116.64,0,50.0
2026-01-06 00:28:59.136282,M_001,67.87,2.911,107.84,0,50.0
2026-01-06 01:28:59.136282,M_001,68.98,3.2,115.71,0,50.0
2026-01-06 02:28:59.136282,M_001,67.99,3.217,114.16,0,50.0
2026-01-06 03:28:59.136282,M_001,68.05,2.937,116.68,0,50.0
2026-01-06 04:28:59.136282,M_001,69.64,2.696,115.3,0,50.0
2026-01-06 05:28:59.136282,M_001,66.09,2.805,115.28,0,50.0
2026-01-06 06:28:59.136282,M_001,66.37,2.977,122.47,0,50.0
2026-01-06 07:28:59.136282,M_001,67.36,2.561,112.61,0,50.0
2026-01-06 08:28:59.136282,M_001,64.59,2.462,116.84,0,50.0
2026-01-06 09:28:59.136282,M_001,66.49,3.126,121.19,0,50.0
2026-01-06 10:28:59.136282,M_001,68.79,2.882,123.87,0,50.0
2026-01-06 11:28:59.136282,M_001,65.35,3.081,113.61,0,50.0
2026-01-06 12:28:59.136282,M_001,64.99,3.19,114.23,0,50.0
2026-01-06 13:28:59.136282,M_001,69.73,2.955,113.49,0,50.0
2026-01-06 14:28:59.136282,M_001,68.63,2.991,117.85,0,50.0
2026-01-06 15:28:59.136282,M_001,70.15,3.151,117.1,0,50.0
2026-01-06 16:28:59.136282,M_001,66.14,3.262,114.44,0,50.0
2026-01-06 17:28:59.136282,M_001,64.63,2.583,117.46,0,50.0
2026-01-06 18:28:59.136282,M_001,66.6,2.524,112.38,0,50.0
2026-01-06 19:28:59.136282,M_001,62.64,3.106,109.17,0,50.0
2026-01-06 20:28:59.136282,M_001,65.56,2.892,114.62,0,50.0
2026-01-06 21:28:59.136282,M_001,86.22,5.965,123.55,1,50.0
2026-01-06 22:28:59.136282,M_001,67.0,2.765,109.63,0,50.0
2026-01-06 23:28:59.136282,M_001,66.93,3.099,117.76,0,50.0
2026-01-07 00:28:59.136282,M_001,70.29,3.086,114.94,0,50.0
2026-01-07 01:28:59.136282,M_001,66.2,2.98,118.05,0,50.0
2026-01-07 02:28:59.136282,M_001,69.59,2.794,121.23,0,50.0
2026-01-07 03:28:59.136282,M_001,67.89,2.982,125.55,0,50.0
2026-01-07 04:28:59.136282,M_001,66.19,2.805,113.04,0,50.0
2026-01-07 05:28:59.136282,M_001,68.34,2.695,111.99,0,50.0
2026-01-07 06:28:59.136282,M_001,67.44,3.33,123.28,0,50.0
2026-01-07 07:28:59.136282,M_001,68.36,2.676,117.46,0,50.0
2026-01-07 08:28:59.136282,M_001,66.98,2.568,116.64,0,50.0
2026-01-07 09:28:59.136282,M_001,68.79,2.529,110.13,0,50.0
2026-01-07 10:28:59.136282,M_001,67.94,3.111,123.06,0,50.0
2026-01-07 11:28:59.136282,M_001,66.57,2.575,111.78,0,50.0
2026-01-07 12:28:59.136282,M_001,70.44,3.177,111.51,0,50.0
2026-01-07 13:28:59.136282,M_001,68.28,2.966,113.18,0,50.0
2026-01-07 14:28:59.136282,M_001,68.58,2.827,118.5,0,50.0
2026-01-07 15:28:59.136282,M_001,61.79,2.67,116.24,0,50.0
2026-01-07 16:28:59.136282,M_001,64.9,3.134,112.3,0,50.0
2026-01-07 17:28:59.136282,M_001,68.18,2.59,113.28,0,50.0
2026-01-07 18:28:59.136282,M_001,67.64,2.645,119.62,0,50.0
2026-01-07 19:28:59.136282,M_001,66.5,3.031,107.68,0,50.0
2026-01-07 20:28:59.136282,M_001,66.79,2.832,113.03,0,50.0
2026-01-07 21:28:59.136282,M_001,71.64,2.974,121.13,0,50.0
2026-01-07 22:28:59.136282,M_001,66.97,2.862,114.28,0,50.0
2026-01-07 23:28:59.136282,M_001,67.42,2.875,109.47,0,50.0
2026-01-08 00:28:59.136282,M_001,67.65,2.502,119.22,0,50.0
2026-01-08 01:28:59.136282,M_001,68.18,2.481,129.33,0,50.0
2026-01-08 02:28:59.136282,M_001,69.71,2.693,117.7,0,50.0
2026-01-08 03:28:59.136282,M_001,65.38,2.957,111.39,0,50.0
2026-01-08 04:28:59.136282,M_001,67.11,2.945,118.99,0,50.0
2026-01-08 05:28:59.136282,M_001,68.48,2.895,124.66,0,50.0
2026-01-08 06:28:59.136282,M_001,67.89,3.112,120.17,0,50.0
2026-01-08 07:28:59.136282,M_001,69.86,2.684,122.8,0,50.0
2026-01-08 08:28:59.136282,M_001,68.1,2.751,114.32,0,50.0
2026-01-08 09:28:59.136282,M_001,68.15,2.97,121.82,0,50.0
2026-01-08 10:28:59.136282,M_001,67.0,3.094,120.59,0,50.0
2026-01-08 11:28:59.136282,M_001,65.04,3.046,117.82,0,50.0
2026-01-08 12:28:59.136282,M_001,67.19,2.927,113.77,0,50.0
2026-01-08 13:28:59.136282,M_001,67.52,2.646,106.42,0,50.0
2026-01-08 14:28:59.136282,M_001,65.51,2.471,111.45,0,50.0
2026-01-08 15:28:59.136282,M_001,64.84,2.935,111.14,0,50.0
2026-01-08 16:28:59.136282,M_001,66.11,3.352,119.55,0,50.0
2026-01-08 17:28:59.136282,M_001,66.84,2.811,114.54,0,50.0
2026-01-08 18:28:59.136282,M_001,64.71,2.572,119.75,0,50.0
2026-01-08 19:28:59.136282,M_001,72.37,3.037,117.52,0,50.0
2026-01-08 20:28:59.136282,M_001,69.01,2.958,115.16,0,50.0
2026-01-08 21:28:59.136282,M_001,67.37,2.864,117.41,0,50.0
2026-01-08 22:28:59.136282,M_001,64.1,2.882,109.7,0,50.0
2026-01-08 23:28:59.136282,M_001,65.28,2.519,116.62,0,50.0
2026-01-09 00:28:59.136282,M_001,65.51,3.09,109.73,0,50.0
2026-01-09 01:28:59.136282,M_001,67.04,2.708,117.4,0,50.0
2026-01-09 02:28:59.136282,M_001,66.29,2.965,106.67,0,50.0
2026-01-09 03:28:59.136282,M_001,68.37,3.181,114.26,0,50.0
2026-01-09 04:28:59.136282,M_001,67.74,2.816,115.25,0,50.0
2026-01-09 05:28:59.136282,M_001,68.58,2.845,116.65,0,50.0
2026-01-09 06:28:59.136282,M_001,64.69,3.251,108.42,0,50.0
2026-01-09 07:28:59.136282,M_001,66.1,3.062,111.84,0,50.0
2026-01-09 08:28:59.136282,M_001,66.14,2.957,110.46,0,50.0
2026-01-09 09:28:59.136282,M_001,71.78,3.006,110.97,0,50.0
2026-01-09 10:28:59.136282,M_001,67.12,2.875,114.86,0,50.0
2026-01-09 11:28:59.136282,M_001,67.2,2.594,115.98,0,50.0
2026-01-09 12:28:59.136282,M_001,67.31,3.417,110.62,0,50.0
2026-01-09 13:28:59.136282,M_001,70.77,3.097,120.16,0,50.0
2026-01-09 14:28:59.136282,M_001,68.63,3.227,112.74,0,50.0
2026-01-09 15:28:59.136282,M_001,67.08,2.681,111.08,0,50.0
2026-01-09 16:28:59.136282,M_001,67.56,2.747,115.81,0,50.0
2026-01-09 17:28:59.136282,M_001,64.38,2.994,125.23,0,50.0
2026-01-09 18:28:59.136282,M_001,69.95,2.66,123.0,0,50.0
2026-01-09 19:28:59.136282,M_001,68.33,2.921,111.24,0,50.0
2026-01-09 20:28:59.136282,M_001,68.57,2.717,115.49,0,50.0
2026-01-09 21:28:59.136282,M_001,64.66,3.218,113.11,0,50.0
2026-01-09 22:28:59.136282,M_001,69.67,3.023,109.18,0,50.0
2026-01-09 23:28:59.136282,M_001,66.86,2.916,118.54,0,50.0
2026-01-10 00:28:59.136282,M_001,72.13,2.98,115.6,0,50.0
2026-01-10 01:28:59.136282,M_001,66.87,3.002,117.55,0,50.0
2026-01-10 02:28:59.136282,M_001,65.92,2.635,105.46,0,50.0
2026-01-10 03:28:59.136282,M_001,68.51,3.333,108.98,0,50.0
2026-01-10 04:28:59.136282,M_001,67.48,3.069,115.05,0,50.0
2026-01-10 05:28:59.136282,M_001,67.29,3.015,117.64,0,50.0
2026-01-10 06:28:59.136282,M_001,67.14,2.75,117.32,0,50.0
2026-01-10 07:28:59.136282,M_001,65.69,2.912,115.49,0,50.0
2026-01-10 08:28:59.136282,M_001,67.44,3.065,121.59,0,50.0
2026-01-10 09:28:59.136282,M_001,68.61,2.396,114.96,0,50.0
2026-01-10 10:28:59.136282,M_001,66.27,2.864,114.92,0,50.0
2026-01-10 11:28:59.136282,M_001,68.55,2.541,111.41,0,50.0
2026-01-10 12:28:59.136282,M_001,65.61,2.873,108.59,0,50.0
2026-01-10 13:28:59.136282,M_001,68.69,2.708,116.73,0,50.0
2026-01-10 14:28:59.136282,M_001,67.06,3.2,115.38,0,50.0
2026-01-10 15:28:59.136282,M_001,66.82,2.789,112.59,0,50.0
2026-01-10 16:28:59.136282,M_001,66.26,2.841,112.7,0,50.0
2026-01-10 17:28:59.136282,M_001,67.83,2.595,119.2,0,50.0
2026-01-10 18:28:59.136282,M_001,62.38,3.088,107.81,0,50.0
2026-01-10 19:28:59.136282,M_001,67.04,3.143,113.06,0,50.0
2026-01-10 20:28:59.136282,M_001,66.34,2.383,111.91,0,50.0
2026-01-10 21:28:59.136282,M_001,68.27,2.703,114.49,0,50.0
2026-01-10 22:28:59.136282,M_001,69.88,2.87,114.5,0,50.0
2026-01-10 23:28:59.136282,M_001,65.62,3.135,110.33,0,50.0
2026-01-11 00:28:59.136282,M_001,64.75,2.579,122.0,0,50.0
2026-01-11 01:28:59.136282,M_001,67.07,3.13,109.04,0,50.0
2026-01-11 02:28:59.136282,M_001,68.85,2.804,125.43,0,50.0
2026-01-11 03:28:59.136282,M_001,66.28,2.957,118.64,0,50.0
2026-01-11 04:28:59.136282,M_001,67.55,2.751,116.94,0,50.0
2026-01-11 05:28:59.136282,M_001,66.14,2.856,115.09,0,50.0
2026-01-11 06:28:59.136282,M_001,66.76,2.938,107.9,0,50.0
2026-01-11 07:28:59.136282,M_001,65.55,3.037,120.43,0,50.0
2026-01-11 08:28:59.136282,M_001,69.86,3.045,119.62,0,50.0
2026-01-11 09:28:59.136282,M_001,65.98,2.651,112.13,0,50.0
